params,retorno_porcentual,win_rate
"{'periodo_corto': 19, 'periodo_largo': 99, 'periodo_signal': 3}",0.37,0.4666666666666667
"{'periodo_corto': 19, 'periodo_largo': 134, 'periodo_signal': 5}",0.37,0.375
"{'periodo_corto': 19, 'periodo_largo': 149, 'periodo_signal': 6}",0.37,0.38235294117647056
"{'periodo_corto': 19, 'periodo_largo': 163, 'periodo_signal': 4}",0.37,0.41935483870967744
"{'periodo_corto': 19, 'periodo_largo': 193, 'periodo_signal': 3}",0.37,0.3888888888888889
"{'periodo_corto': 2, 'periodo_largo': 39, 'periodo_signal': 12}",0.36,0.37142857142857144
"{'periodo_corto': 2, 'periodo_largo': 47, 'periodo_signal': 14}",0.36,0.37142857142857144
"{'periodo_corto': 2, 'periodo_largo': 60, 'periodo_signal': 14}",0.36,0.4032258064516129
"{'periodo_corto': 3, 'periodo_largo': 14, 'periodo_signal': 13}",0.36,0.43661971830985913
"{'periodo_corto': 3, 'periodo_largo': 23, 'periodo_signal': 10}",0.36,0.4444444444444444
"{'periodo_corto': 3, 'periodo_largo': 28, 'periodo_signal': 12}",0.36,0.3870967741935484
"{'periodo_corto': 3, 'periodo_largo': 29, 'periodo_signal': 7}",0.36,0.4431818181818182
"{'periodo_corto': 3, 'periodo_largo': 37, 'periodo_signal': 13}",0.36,0.42857142857142855
"{'periodo_corto': 3, 'periodo_largo': 54, 'periodo_signal': 11}",0.36,0.3793103448275862
"{'periodo_corto': 3, 'periodo_largo': 58, 'periodo_signal': 14}",0.36,0.4528301886792453
"{'periodo_corto': 3, 'periodo_largo': 69, 'periodo_signal': 14}",0.36,0.4230769230769231
"{'periodo_corto': 3, 'periodo_largo': 71, 'periodo_signal': 14}",0.36,0.41509433962264153
"{'periodo_corto': 3, 'periodo_largo': 149, 'periodo_signal': 12}",0.36,0.38
"{'periodo_corto': 3, 'periodo_largo': 150, 'periodo_signal': 12}",0.36,0.3541666666666667
"{'periodo_corto': 3, 'periodo_largo': 154, 'periodo_signal': 12}",0.36,0.391304347826087
"{'periodo_corto': 4, 'periodo_largo': 11, 'periodo_signal': 14}",0.36,0.4266666666666667
"{'periodo_corto': 4, 'periodo_largo': 18, 'periodo_signal': 8}",0.36,0.4533333333333333
"{'periodo_corto': 4, 'periodo_largo': 45, 'periodo_signal': 14}",0.36,0.44680851063829785
"{'periodo_corto': 4, 'periodo_largo': 55, 'periodo_signal': 11}",0.36,0.4528301886792453
"{'periodo_corto': 4, 'periodo_largo': 61, 'periodo_signal': 11}",0.36,0.44
"{'periodo_corto': 4, 'periodo_largo': 67, 'periodo_signal': 13}",0.36,0.4375
"{'periodo_corto': 4, 'periodo_largo': 67, 'periodo_signal': 14}",0.36,0.46938775510204084
"{'periodo_corto': 4, 'periodo_largo': 74, 'periodo_signal': 12}",0.36,0.4375
"{'periodo_corto': 4, 'periodo_largo': 81, 'periodo_signal': 12}",0.36,0.425531914893617
"{'periodo_corto': 4, 'periodo_largo': 119, 'periodo_signal': 13}",0.36,0.40476190476190477
"{'periodo_corto': 4, 'periodo_largo': 120, 'periodo_signal': 13}",0.36,0.4146341463414634
"{'periodo_corto': 4, 'periodo_largo': 122, 'periodo_signal': 14}",0.36,0.39473684210526316
"{'periodo_corto': 4, 'periodo_largo': 155, 'periodo_signal': 14}",0.36,0.42105263157894735
"{'periodo_corto': 4, 'periodo_largo': 156, 'periodo_signal': 14}",0.36,0.42105263157894735
"{'periodo_corto': 5, 'periodo_largo': 27, 'periodo_signal': 12}",0.36,0.40816326530612246
"{'periodo_corto': 5, 'periodo_largo': 28, 'periodo_signal': 8}",0.36,0.4603174603174603
"{'periodo_corto': 5, 'periodo_largo': 63, 'periodo_signal': 14}",0.36,0.42857142857142855
"{'periodo_corto': 5, 'periodo_largo': 65, 'periodo_signal': 9}",0.36,0.4230769230769231
"{'periodo_corto': 5, 'periodo_largo': 65, 'periodo_signal': 11}",0.36,0.48936170212765956
"{'periodo_corto': 5, 'periodo_largo': 67, 'periodo_signal': 12}",0.36,0.45652173913043476
"{'periodo_corto': 5, 'periodo_largo': 71, 'periodo_signal': 10}",0.36,0.46808510638297873
"{'periodo_corto': 5, 'periodo_largo': 73, 'periodo_signal': 14}",0.36,0.47619047619047616
"{'periodo_corto': 5, 'periodo_largo': 76, 'periodo_signal': 13}",0.36,0.5
"{'periodo_corto': 5, 'periodo_largo': 80, 'periodo_signal': 13}",0.36,0.46511627906976744
"{'periodo_corto': 5, 'periodo_largo': 81, 'periodo_signal': 14}",0.36,0.43902439024390244
"{'periodo_corto': 5, 'periodo_largo': 89, 'periodo_signal': 9}",0.36,0.4583333333333333
"{'periodo_corto': 5, 'periodo_largo': 97, 'periodo_signal': 12}",0.36,0.3902439024390244
"{'periodo_corto': 5, 'periodo_largo': 109, 'periodo_signal': 9}",0.36,0.4
"{'periodo_corto': 5, 'periodo_largo': 116, 'periodo_signal': 14}",0.36,0.43243243243243246
"{'periodo_corto': 5, 'periodo_largo': 134, 'periodo_signal': 12}",0.36,0.41025641025641024
"{'periodo_corto': 5, 'periodo_largo': 134, 'periodo_signal': 13}",0.36,0.41025641025641024
"{'periodo_corto': 5, 'periodo_largo': 135, 'periodo_signal': 13}",0.36,0.4
"{'periodo_corto': 5, 'periodo_largo': 143, 'periodo_signal': 11}",0.36,0.43902439024390244
"{'periodo_corto': 5, 'periodo_largo': 148, 'periodo_signal': 9}",0.36,0.391304347826087
"{'periodo_corto': 5, 'periodo_largo': 153, 'periodo_signal': 11}",0.36,0.42857142857142855
"{'periodo_corto': 5, 'periodo_largo': 158, 'periodo_signal': 11}",0.36,0.4634146341463415
"{'periodo_corto': 5, 'periodo_largo': 159, 'periodo_signal': 11}",0.36,0.45
"{'periodo_corto': 5, 'periodo_largo': 165, 'periodo_signal': 12}",0.36,0.47368421052631576
"{'periodo_corto': 5, 'periodo_largo': 166, 'periodo_signal': 12}",0.36,0.47368421052631576
"{'periodo_corto': 6, 'periodo_largo': 22, 'periodo_signal': 12}",0.36,0.44680851063829785
"{'periodo_corto': 6, 'periodo_largo': 27, 'periodo_signal': 13}",0.36,0.4318181818181818
"{'periodo_corto': 6, 'periodo_largo': 31, 'periodo_signal': 10}",0.36,0.45098039215686275
"{'periodo_corto': 6, 'periodo_largo': 39, 'periodo_signal': 11}",0.36,0.3829787234042553
"{'periodo_corto': 6, 'periodo_largo': 44, 'periodo_signal': 7}",0.36,0.39344262295081966
"{'periodo_corto': 6, 'periodo_largo': 67, 'periodo_signal': 9}",0.36,0.46808510638297873
"{'periodo_corto': 6, 'periodo_largo': 74, 'periodo_signal': 11}",0.36,0.4523809523809524
"{'periodo_corto': 6, 'periodo_largo': 82, 'periodo_signal': 9}",0.36,0.4666666666666667
"{'periodo_corto': 6, 'periodo_largo': 82, 'periodo_signal': 13}",0.36,0.425
"{'periodo_corto': 6, 'periodo_largo': 86, 'periodo_signal': 12}",0.36,0.425
"{'periodo_corto': 6, 'periodo_largo': 92, 'periodo_signal': 10}",0.36,0.42857142857142855
"{'periodo_corto': 6, 'periodo_largo': 101, 'periodo_signal': 9}",0.36,0.45454545454545453
"{'periodo_corto': 6, 'periodo_largo': 106, 'periodo_signal': 8}",0.36,0.4375
"{'periodo_corto': 6, 'periodo_largo': 106, 'periodo_signal': 11}",0.36,0.5
"{'periodo_corto': 6, 'periodo_largo': 107, 'periodo_signal': 11}",0.36,0.47619047619047616
"{'periodo_corto': 6, 'periodo_largo': 112, 'periodo_signal': 14}",0.36,0.4166666666666667
"{'periodo_corto': 6, 'periodo_largo': 115, 'periodo_signal': 11}",0.36,0.4523809523809524
"{'periodo_corto': 6, 'periodo_largo': 115, 'periodo_signal': 12}",0.36,0.425
"{'periodo_corto': 6, 'periodo_largo': 117, 'periodo_signal': 10}",0.36,0.4523809523809524
"{'periodo_corto': 6, 'periodo_largo': 132, 'periodo_signal': 11}",0.36,0.45
"{'periodo_corto': 6, 'periodo_largo': 138, 'periodo_signal': 10}",0.36,0.40476190476190477
"{'periodo_corto': 6, 'periodo_largo': 138, 'periodo_signal': 13}",0.36,0.38235294117647056
"{'periodo_corto': 6, 'periodo_largo': 138, 'periodo_signal': 14}",0.36,0.4117647058823529
"{'periodo_corto': 6, 'periodo_largo': 139, 'periodo_signal': 8}",0.36,0.46511627906976744
"{'periodo_corto': 6, 'periodo_largo': 140, 'periodo_signal': 10}",0.36,0.42857142857142855
"{'periodo_corto': 6, 'periodo_largo': 141, 'periodo_signal': 8}",0.36,0.4
"{'periodo_corto': 6, 'periodo_largo': 144, 'periodo_signal': 9}",0.36,0.47619047619047616
"{'periodo_corto': 6, 'periodo_largo': 150, 'periodo_signal': 10}",0.36,0.45
"{'periodo_corto': 6, 'periodo_largo': 151, 'periodo_signal': 13}",0.36,0.42857142857142855
"{'periodo_corto': 6, 'periodo_largo': 151, 'periodo_signal': 14}",0.36,0.36363636363636365
"{'periodo_corto': 6, 'periodo_largo': 152, 'periodo_signal': 13}",0.36,0.4117647058823529
"{'periodo_corto': 6, 'periodo_largo': 152, 'periodo_signal': 14}",0.36,0.36363636363636365
"{'periodo_corto': 6, 'periodo_largo': 153, 'periodo_signal': 12}",0.36,0.3888888888888889
"{'periodo_corto': 6, 'periodo_largo': 153, 'periodo_signal': 13}",0.36,0.4117647058823529
"{'periodo_corto': 6, 'periodo_largo': 162, 'periodo_signal': 8}",0.36,0.4666666666666667
"{'periodo_corto': 6, 'periodo_largo': 164, 'periodo_signal': 14}",0.36,0.3333333333333333
"{'periodo_corto': 6, 'periodo_largo': 167, 'periodo_signal': 10}",0.36,0.4634146341463415
"{'periodo_corto': 6, 'periodo_largo': 172, 'periodo_signal': 13}",0.36,0.36363636363636365
"{'periodo_corto': 6, 'periodo_largo': 173, 'periodo_signal': 13}",0.36,0.36363636363636365
"{'periodo_corto': 6, 'periodo_largo': 178, 'periodo_signal': 9}",0.36,0.43902439024390244
"{'periodo_corto': 6, 'periodo_largo': 180, 'periodo_signal': 10}",0.36,0.41025641025641024
"{'periodo_corto': 6, 'periodo_largo': 184, 'periodo_signal': 12}",0.36,0.3888888888888889
"{'periodo_corto': 6, 'periodo_largo': 185, 'periodo_signal': 12}",0.36,0.3888888888888889
"{'periodo_corto': 6, 'periodo_largo': 186, 'periodo_signal': 12}",0.36,0.3888888888888889
"{'periodo_corto': 6, 'periodo_largo': 186, 'periodo_signal': 14}",0.36,0.3125
"{'periodo_corto': 6, 'periodo_largo': 188, 'periodo_signal': 14}",0.36,0.3125
"{'periodo_corto': 6, 'periodo_largo': 190, 'periodo_signal': 9}",0.36,0.4523809523809524
"{'periodo_corto': 6, 'periodo_largo': 191, 'periodo_signal': 9}",0.36,0.4523809523809524
"{'periodo_corto': 6, 'periodo_largo': 193, 'periodo_signal': 9}",0.36,0.4523809523809524
"{'periodo_corto': 6, 'periodo_largo': 194, 'periodo_signal': 9}",0.36,0.4523809523809524
"{'periodo_corto': 7, 'periodo_largo': 12, 'periodo_signal': 14}",0.36,0.5384615384615384
"{'periodo_corto': 7, 'periodo_largo': 16, 'periodo_signal': 13}",0.36,0.4528301886792453
"{'periodo_corto': 7, 'periodo_largo': 22, 'periodo_signal': 3}",0.36,0.45263157894736844
"{'periodo_corto': 7, 'periodo_largo': 24, 'periodo_signal': 8}",0.36,0.44642857142857145
"{'periodo_corto': 7, 'periodo_largo': 26, 'periodo_signal': 7}",0.36,0.4727272727272727
"{'periodo_corto': 7, 'periodo_largo': 28, 'periodo_signal': 12}",0.36,0.4888888888888889
"{'periodo_corto': 7, 'periodo_largo': 33, 'periodo_signal': 4}",0.36,0.38571428571428573
"{'periodo_corto': 7, 'periodo_largo': 34, 'periodo_signal': 8}",0.36,0.4444444444444444
"{'periodo_corto': 7, 'periodo_largo': 37, 'periodo_signal': 6}",0.36,0.44642857142857145
"{'periodo_corto': 7, 'periodo_largo': 51, 'periodo_signal': 5}",0.36,0.3898305084745763
"{'periodo_corto': 7, 'periodo_largo': 52, 'periodo_signal': 4}",0.36,0.390625
"{'periodo_corto': 7, 'periodo_largo': 97, 'periodo_signal': 13}",0.36,0.38461538461538464
"{'periodo_corto': 7, 'periodo_largo': 100, 'periodo_signal': 7}",0.36,0.46808510638297873
"{'periodo_corto': 7, 'periodo_largo': 103, 'periodo_signal': 7}",0.36,0.4782608695652174
"{'periodo_corto': 7, 'periodo_largo': 106, 'periodo_signal': 10}",0.36,0.5121951219512195
"{'periodo_corto': 7, 'periodo_largo': 107, 'periodo_signal': 7}",0.36,0.43478260869565216
"{'periodo_corto': 7, 'periodo_largo': 113, 'periodo_signal': 13}",0.36,0.34285714285714286
"{'periodo_corto': 7, 'periodo_largo': 118, 'periodo_signal': 9}",0.36,0.4523809523809524
"{'periodo_corto': 7, 'periodo_largo': 118, 'periodo_signal': 10}",0.36,0.4634146341463415
"{'periodo_corto': 7, 'periodo_largo': 122, 'periodo_signal': 10}",0.36,0.4634146341463415
"{'periodo_corto': 7, 'periodo_largo': 128, 'periodo_signal': 12}",0.36,0.4
"{'periodo_corto': 7, 'periodo_largo': 137, 'periodo_signal': 12}",0.36,0.4411764705882353
"{'periodo_corto': 7, 'periodo_largo': 137, 'periodo_signal': 14}",0.36,0.3939393939393939
"{'periodo_corto': 7, 'periodo_largo': 138, 'periodo_signal': 11}",0.36,0.4473684210526316
"{'periodo_corto': 7, 'periodo_largo': 140, 'periodo_signal': 8}",0.36,0.4186046511627907
"{'periodo_corto': 7, 'periodo_largo': 142, 'periodo_signal': 8}",0.36,0.4418604651162791
"{'periodo_corto': 7, 'periodo_largo': 143, 'periodo_signal': 14}",0.36,0.3548387096774194
"{'periodo_corto': 7, 'periodo_largo': 146, 'periodo_signal': 7}",0.36,0.47619047619047616
"{'periodo_corto': 7, 'periodo_largo': 149, 'periodo_signal': 12}",0.36,0.4166666666666667
"{'periodo_corto': 7, 'periodo_largo': 161, 'periodo_signal': 13}",0.36,0.36363636363636365
"{'periodo_corto': 7, 'periodo_largo': 162, 'periodo_signal': 6}",0.36,0.4222222222222222
"{'periodo_corto': 7, 'periodo_largo': 163, 'periodo_signal': 6}",0.36,0.4222222222222222
"{'periodo_corto': 7, 'periodo_largo': 169, 'periodo_signal': 9}",0.36,0.38461538461538464
"{'periodo_corto': 7, 'periodo_largo': 170, 'periodo_signal': 7}",0.36,0.38636363636363635
"{'periodo_corto': 7, 'periodo_largo': 171, 'periodo_signal': 7}",0.36,0.38636363636363635
"{'periodo_corto': 7, 'periodo_largo': 171, 'periodo_signal': 13}",0.36,0.30303030303030304
"{'periodo_corto': 7, 'periodo_largo': 173, 'periodo_signal': 7}",0.36,0.4090909090909091
"{'periodo_corto': 7, 'periodo_largo': 173, 'periodo_signal': 13}",0.36,0.3235294117647059
"{'periodo_corto': 7, 'periodo_largo': 175, 'periodo_signal': 8}",0.36,0.4
"{'periodo_corto': 7, 'periodo_largo': 178, 'periodo_signal': 7}",0.36,0.42857142857142855
"{'periodo_corto': 7, 'periodo_largo': 178, 'periodo_signal': 11}",0.36,0.3888888888888889
"{'periodo_corto': 7, 'periodo_largo': 179, 'periodo_signal': 10}",0.36,0.4473684210526316
"{'periodo_corto': 7, 'periodo_largo': 196, 'periodo_signal': 9}",0.36,0.3783783783783784
"{'periodo_corto': 7, 'periodo_largo': 198, 'periodo_signal': 7}",0.36,0.4634146341463415
"{'periodo_corto': 8, 'periodo_largo': 11, 'periodo_signal': 3}",0.36,0.5
"{'periodo_corto': 8, 'periodo_largo': 16, 'periodo_signal': 3}",0.36,0.5
"{'periodo_corto': 8, 'periodo_largo': 21, 'periodo_signal': 9}",0.36,0.4807692307692308
"{'periodo_corto': 8, 'periodo_largo': 25, 'periodo_signal': 9}",0.36,0.44
"{'periodo_corto': 8, 'periodo_largo': 35, 'periodo_signal': 10}",0.36,0.4318181818181818
"{'periodo_corto': 8, 'periodo_largo': 43, 'periodo_signal': 12}",0.36,0.4594594594594595
"{'periodo_corto': 8, 'periodo_largo': 52, 'periodo_signal': 4}",0.36,0.36764705882352944
"{'periodo_corto': 8, 'periodo_largo': 82, 'periodo_signal': 12}",0.36,0.42105263157894735
"{'periodo_corto': 8, 'periodo_largo': 90, 'periodo_signal': 6}",0.36,0.40476190476190477
"{'periodo_corto': 8, 'periodo_largo': 92, 'periodo_signal': 5}",0.36,0.391304347826087
"{'periodo_corto': 8, 'periodo_largo': 92, 'periodo_signal': 11}",0.36,0.4634146341463415
"{'periodo_corto': 8, 'periodo_largo': 99, 'periodo_signal': 12}",0.36,0.42105263157894735
"{'periodo_corto': 8, 'periodo_largo': 101, 'periodo_signal': 6}",0.36,0.4222222222222222
"{'periodo_corto': 8, 'periodo_largo': 107, 'periodo_signal': 6}",0.36,0.43478260869565216
"{'periodo_corto': 8, 'periodo_largo': 115, 'periodo_signal': 4}",0.36,0.4339622641509434
"{'periodo_corto': 8, 'periodo_largo': 119, 'periodo_signal': 6}",0.36,0.41304347826086957
"{'periodo_corto': 8, 'periodo_largo': 119, 'periodo_signal': 11}",0.36,0.3611111111111111
"{'periodo_corto': 8, 'periodo_largo': 119, 'periodo_signal': 12}",0.36,0.34285714285714286
"{'periodo_corto': 8, 'periodo_largo': 122, 'periodo_signal': 12}",0.36,0.35294117647058826
"{'periodo_corto': 8, 'periodo_largo': 125, 'periodo_signal': 4}",0.36,0.42
"{'periodo_corto': 8, 'periodo_largo': 126, 'periodo_signal': 12}",0.36,0.37142857142857144
"{'periodo_corto': 8, 'periodo_largo': 128, 'periodo_signal': 12}",0.36,0.37142857142857144
"{'periodo_corto': 8, 'periodo_largo': 133, 'periodo_signal': 12}",0.36,0.3939393939393939
"{'periodo_corto': 8, 'periodo_largo': 134, 'periodo_signal': 6}",0.36,0.3902439024390244
"{'periodo_corto': 8, 'periodo_largo': 137, 'periodo_signal': 11}",0.36,0.38235294117647056
"{'periodo_corto': 8, 'periodo_largo': 140, 'periodo_signal': 13}",0.36,0.3939393939393939
"{'periodo_corto': 8, 'periodo_largo': 145, 'periodo_signal': 5}",0.36,0.44680851063829785
"{'periodo_corto': 8, 'periodo_largo': 146, 'periodo_signal': 6}",0.36,0.4418604651162791
"{'periodo_corto': 8, 'periodo_largo': 154, 'periodo_signal': 6}",0.36,0.3902439024390244
"{'periodo_corto': 8, 'periodo_largo': 166, 'periodo_signal': 7}",0.36,0.3684210526315789
"{'periodo_corto': 8, 'periodo_largo': 169, 'periodo_signal': 11}",0.36,0.28125
"{'periodo_corto': 8, 'periodo_largo': 170, 'periodo_signal': 11}",0.36,0.28125
"{'periodo_corto': 8, 'periodo_largo': 171, 'periodo_signal': 9}",0.36,0.40540540540540543
"{'periodo_corto': 8, 'periodo_largo': 182, 'periodo_signal': 7}",0.36,0.4473684210526316
"{'periodo_corto': 8, 'periodo_largo': 188, 'periodo_signal': 10}",0.36,0.4117647058823529
"{'periodo_corto': 8, 'periodo_largo': 189, 'periodo_signal': 9}",0.36,0.4166666666666667
"{'periodo_corto': 8, 'periodo_largo': 198, 'periodo_signal': 5}",0.36,0.4186046511627907
"{'periodo_corto': 9, 'periodo_largo': 12, 'periodo_signal': 11}",0.36,0.5121951219512195
"{'periodo_corto': 9, 'periodo_largo': 15, 'periodo_signal': 3}",0.36,0.48314606741573035
"{'periodo_corto': 9, 'periodo_largo': 19, 'periodo_signal': 5}",0.36,0.5
"{'periodo_corto': 9, 'periodo_largo': 36, 'periodo_signal': 6}",0.36,0.44
"{'periodo_corto': 9, 'periodo_largo': 36, 'periodo_signal': 7}",0.36,0.3958333333333333
"{'periodo_corto': 9, 'periodo_largo': 37, 'periodo_signal': 7}",0.36,0.3695652173913043
"{'periodo_corto': 9, 'periodo_largo': 37, 'periodo_signal': 11}",0.36,0.4473684210526316
"{'periodo_corto': 9, 'periodo_largo': 48, 'periodo_signal': 8}",0.36,0.4666666666666667
"{'periodo_corto': 9, 'periodo_largo': 54, 'periodo_signal': 8}",0.36,0.5116279069767442
"{'periodo_corto': 9, 'periodo_largo': 55, 'periodo_signal': 8}",0.36,0.4222222222222222
"{'periodo_corto': 9, 'periodo_largo': 85, 'periodo_signal': 10}",0.36,0.4473684210526316
"{'periodo_corto': 9, 'periodo_largo': 87, 'periodo_signal': 3}",0.36,0.4482758620689655
"{'periodo_corto': 9, 'periodo_largo': 91, 'periodo_signal': 3}",0.36,0.4067796610169492
"{'periodo_corto': 9, 'periodo_largo': 93, 'periodo_signal': 10}",0.36,0.4358974358974359
"{'periodo_corto': 9, 'periodo_largo': 95, 'periodo_signal': 9}",0.36,0.475
"{'periodo_corto': 9, 'periodo_largo': 97, 'periodo_signal': 11}",0.36,0.42105263157894735
"{'periodo_corto': 9, 'periodo_largo': 100, 'periodo_signal': 3}",0.36,0.40350877192982454
"{'periodo_corto': 9, 'periodo_largo': 117, 'periodo_signal': 13}",0.36,0.43333333333333335
"{'periodo_corto': 9, 'periodo_largo': 119, 'periodo_signal': 4}",0.36,0.43137254901960786
"{'periodo_corto': 9, 'periodo_largo': 119, 'periodo_signal': 11}",0.36,0.3142857142857143
"{'periodo_corto': 9, 'periodo_largo': 120, 'periodo_signal': 13}",0.36,0.45161290322580644
"{'periodo_corto': 9, 'periodo_largo': 121, 'periodo_signal': 13}",0.36,0.45161290322580644
"{'periodo_corto': 9, 'periodo_largo': 122, 'periodo_signal': 5}",0.36,0.40425531914893614
"{'periodo_corto': 9, 'periodo_largo': 127, 'periodo_signal': 3}",0.36,0.4444444444444444
"{'periodo_corto': 9, 'periodo_largo': 127, 'periodo_signal': 11}",0.36,0.37142857142857144
"{'periodo_corto': 9, 'periodo_largo': 129, 'periodo_signal': 8}",0.36,0.38461538461538464
"{'periodo_corto': 9, 'periodo_largo': 130, 'periodo_signal': 7}",0.36,0.41025641025641024
"{'periodo_corto': 9, 'periodo_largo': 144, 'periodo_signal': 7}",0.36,0.42105263157894735
"{'periodo_corto': 9, 'periodo_largo': 145, 'periodo_signal': 7}",0.36,0.41025641025641024
"{'periodo_corto': 9, 'periodo_largo': 156, 'periodo_signal': 5}",0.36,0.4
"{'periodo_corto': 9, 'periodo_largo': 166, 'periodo_signal': 6}",0.36,0.46153846153846156
"{'periodo_corto': 9, 'periodo_largo': 167, 'periodo_signal': 3}",0.36,0.4375
"{'periodo_corto': 9, 'periodo_largo': 168, 'periodo_signal': 9}",0.36,0.4411764705882353
"{'periodo_corto': 9, 'periodo_largo': 169, 'periodo_signal': 9}",0.36,0.4411764705882353
"{'periodo_corto': 9, 'periodo_largo': 171, 'periodo_signal': 7}",0.36,0.3888888888888889
"{'periodo_corto': 9, 'periodo_largo': 171, 'periodo_signal': 9}",0.36,0.3939393939393939
"{'periodo_corto': 9, 'periodo_largo': 172, 'periodo_signal': 9}",0.36,0.3939393939393939
"{'periodo_corto': 9, 'periodo_largo': 174, 'periodo_signal': 6}",0.36,0.4444444444444444
"{'periodo_corto': 9, 'periodo_largo': 186, 'periodo_signal': 7}",0.36,0.4444444444444444
"{'periodo_corto': 9, 'periodo_largo': 186, 'periodo_signal': 8}",0.36,0.42424242424242425
"{'periodo_corto': 9, 'periodo_largo': 187, 'periodo_signal': 7}",0.36,0.4444444444444444
"{'periodo_corto': 9, 'periodo_largo': 187, 'periodo_signal': 8}",0.36,0.42424242424242425
"{'periodo_corto': 9, 'periodo_largo': 188, 'periodo_signal': 8}",0.36,0.42424242424242425
"{'periodo_corto': 9, 'periodo_largo': 189, 'periodo_signal': 9}",0.36,0.34375
"{'periodo_corto': 9, 'periodo_largo': 192, 'periodo_signal': 8}",0.36,0.47058823529411764
"{'periodo_corto': 9, 'periodo_largo': 193, 'periodo_signal': 9}",0.36,0.375
"{'periodo_corto': 9, 'periodo_largo': 199, 'periodo_signal': 8}",0.36,0.4
"{'periodo_corto': 10, 'periodo_largo': 17, 'periodo_signal': 12}",0.36,0.4444444444444444
"{'periodo_corto': 10, 'periodo_largo': 17, 'periodo_signal': 14}",0.36,0.5
"{'periodo_corto': 10, 'periodo_largo': 20, 'periodo_signal': 10}",0.36,0.5
"{'periodo_corto': 10, 'periodo_largo': 26, 'periodo_signal': 12}",0.36,0.5128205128205128
"{'periodo_corto': 10, 'periodo_largo': 27, 'periodo_signal': 11}",0.36,0.5
"{'periodo_corto': 10, 'periodo_largo': 29, 'periodo_signal': 10}",0.36,0.5581395348837209
"{'periodo_corto': 10, 'periodo_largo': 30, 'periodo_signal': 6}",0.36,0.4423076923076923
"{'periodo_corto': 10, 'periodo_largo': 32, 'periodo_signal': 13}",0.36,0.5555555555555556
"{'periodo_corto': 10, 'periodo_largo': 39, 'periodo_signal': 10}",0.36,0.47368421052631576
"{'periodo_corto': 10, 'periodo_largo': 40, 'periodo_signal': 3}",0.36,0.3968253968253968
"{'periodo_corto': 10, 'periodo_largo': 40, 'periodo_signal': 5}",0.36,0.425531914893617
"{'periodo_corto': 10, 'periodo_largo': 40, 'periodo_signal': 10}",0.36,0.46153846153846156
"{'periodo_corto': 10, 'periodo_largo': 41, 'periodo_signal': 5}",0.36,0.3958333333333333
"{'periodo_corto': 10, 'periodo_largo': 50, 'periodo_signal': 4}",0.36,0.47058823529411764
"{'periodo_corto': 10, 'periodo_largo': 53, 'periodo_signal': 14}",0.36,0.4166666666666667
"{'periodo_corto': 10, 'periodo_largo': 55, 'periodo_signal': 14}",0.36,0.4411764705882353
"{'periodo_corto': 10, 'periodo_largo': 84, 'periodo_signal': 14}",0.36,0.43333333333333335
"{'periodo_corto': 10, 'periodo_largo': 92, 'periodo_signal': 4}",0.36,0.46938775510204084
"{'periodo_corto': 10, 'periodo_largo': 109, 'periodo_signal': 3}",0.36,0.44642857142857145
"{'periodo_corto': 10, 'periodo_largo': 112, 'periodo_signal': 14}",0.36,0.43333333333333335
"{'periodo_corto': 10, 'periodo_largo': 117, 'periodo_signal': 9}",0.36,0.37142857142857144
"{'periodo_corto': 10, 'periodo_largo': 119, 'periodo_signal': 9}",0.36,0.4
"{'periodo_corto': 10, 'periodo_largo': 130, 'periodo_signal': 6}",0.36,0.3888888888888889
"{'periodo_corto': 10, 'periodo_largo': 136, 'periodo_signal': 4}",0.36,0.391304347826087
"{'periodo_corto': 10, 'periodo_largo': 139, 'periodo_signal': 3}",0.36,0.4230769230769231
"{'periodo_corto': 10, 'periodo_largo': 148, 'periodo_signal': 3}",0.36,0.4528301886792453
"{'periodo_corto': 10, 'periodo_largo': 169, 'periodo_signal': 7}",0.36,0.42424242424242425
"{'periodo_corto': 10, 'periodo_largo': 169, 'periodo_signal': 11}",0.36,0.3548387096774194
"{'periodo_corto': 10, 'periodo_largo': 170, 'periodo_signal': 11}",0.36,0.3548387096774194
"{'periodo_corto': 10, 'periodo_largo': 173, 'periodo_signal': 6}",0.36,0.3783783783783784
"{'periodo_corto': 10, 'periodo_largo': 186, 'periodo_signal': 4}",0.36,0.41304347826086957
"{'periodo_corto': 10, 'periodo_largo': 193, 'periodo_signal': 6}",0.36,0.42857142857142855
"{'periodo_corto': 10, 'periodo_largo': 195, 'periodo_signal': 7}",0.36,0.4375
"{'periodo_corto': 10, 'periodo_largo': 196, 'periodo_signal': 7}",0.36,0.4375
"{'periodo_corto': 11, 'periodo_largo': 18, 'periodo_signal': 9}",0.36,0.5263157894736842
"{'periodo_corto': 11, 'periodo_largo': 21, 'periodo_signal': 8}",0.36,0.49019607843137253
"{'periodo_corto': 11, 'periodo_largo': 30, 'periodo_signal': 14}",0.36,0.4864864864864865
"{'periodo_corto': 11, 'periodo_largo': 38, 'periodo_signal': 7}",0.36,0.47619047619047616
"{'periodo_corto': 11, 'periodo_largo': 41, 'periodo_signal': 3}",0.36,0.40625
"{'periodo_corto': 11, 'periodo_largo': 57, 'periodo_signal': 12}",0.36,0.4411764705882353
"{'periodo_corto': 11, 'periodo_largo': 67, 'periodo_signal': 13}",0.36,0.42424242424242425
